,precio_actual
10189,199571
9582,376989
1553,356835
5874,123462
240,361484
783,154799
10387,382000
3066,367584
12192,347599
977,142622
4905,282191
6264,172833
6987,256763
9364,337539
5695,176500
2941,243591
7443,172848
8617,349913
7558,237873
7434,332448
8349,330471
10074,218209
1620,236310
5642,257204
12489,323591
2146,175886
1801,130717
2095,330526
9194,229074
11180,330752
1357,185626
10135,123767
9224,336449
6782,106551
10437,330614
7518,321019
9869,145461
3565,208277
12407,136336
10960,228842
8368,174800
1609,349661
3096,392318
4590,252171
2415,306631
2017,333341
2971,153741
6424,367302
4125,103809
5846,204054
5375,144545
12251,291801
8743,141370
12171,231226
3246,322433
124,346556
1106,337497
11667,250955
1814,185189
840,314572
6394,306670
9834,295358
5649,276028
11433,399002
3341,211425
598,232799
2123,182796
5512,215944
8760,367927
7145,165751
11009,379569
8952,314778
9494,167023
12079,217833
5999,335434
2197,225269
4051,210183
1216,264003
3362,121781
2501,370526
725,208005
7744,160691
978,184512
808,145183
8272,292774
1475,230340
9380,201682
7388,358959
8719,281067
10584,339382
4906,151574
9159,279963
11272,170585
4930,213043
4542,341494
3962,193208
9695,323314
2671,317423
9783,295740
1235,182912
1225,255283
1764,340567
8948,139033
607,229450
7553,255066
7995,352004
7377,187038
3217,142929
5737,229373
287,268970
7881,361388
2966,308741
3164,162966
8781,366806
9589,206542
11098,303848
1657,247847
1975,243607
2397,189258
452,270151
2710,363525
11438,332852
7376,351989
3681,147975
6715,160067
422,173727
8803,203510
5316,233456
7025,136801
657,303299
3301,340364
8660,350718
2845,216669
4066,176340
10992,330258
12305,178110
5244,388811
1001,127510
4198,373790
2418,294606
875,309056
3575,197325
6726,178256
3847,264574
961,168737
1580,188733
10086,292037
7946,310592
2206,295891
4266,217340
8720,205031
12398,138280
4231,350063
757,222615
4866,215222
5406,254812
5313,376070
2284,151638
9240,244482
7001,147320
7472,255070
5507,288354
5309,272696
9366,227237
4827,199559
7947,361245
7930,85378
807,274795
3907,311243
6141,284545
8090,230048
9929,350612
7023,147492
1956,202240
2445,231408
9812,144915
6969,274591
10195,350765
12283,218228
9973,175568
10191,283305
2402,182630
9002,304519
1073,388070
10792,358340
3398,215157
4240,344725
6524,385530
5436,153904
8211,273580
10620,241781
2091,404735
4527,263673
12492,304622
1698,196839
9329,333759
10472,260796
9736,119787
10228,255993
9362,269247
1003,327633
10332,361714
11358,266918
10393,208439
2934,129320
4651,290193
10441,180096
12071,380592
6156,355809
1485,184231
11526,142398
5368,174014
10095,240775
1411,305288
6289,384540
11785,358826
11339,235820
8314,232617
709,297203
9784,263892
3603,131778
985,326436
3076,354649
6169,158806
9584,318806
7384,305562
8715,135725
6713,344221
5077,410003
4101,117630
8030,382829
2722,357658
11695,133543
1268,282494
2462,312985
8382,151010
268,244768
3580,320058
4750,407330
8301,123077
10622,187208
8106,320210
8081,257030
9197,138812
2821,284194
11193,142640
589,417977
8745,261168
11214,280038
10947,381492
656,281500
10134,355286
9886,190075
2037,371547
9717,157679
10389,213111
3758,120227
6845,379197
6151,229312
5327,259390
2028,232897
9345,316295
677,164504
10100,309448
1232,328817
5454,240962
9507,310139
9747,323237
8193,221651
7903,340270
4856,224133
8373,365237
2432,151938
8982,328324
11421,166322
4647,394724
10938,197119
7933,242638
896,359802
1611,319456
10284,397493
1587,354701
6686,216309
11580,249279
11037,155847
1719,254804
7800,129094
9850,296106
3806,359930
8786,397648
9609,143207
4701,343982
3961,354977
731,336659
5557,353366
7036,337285
5564,227808
10085,164986
10563,308477
6087,405589
890,218392
8622,282529
11238,351955
4006,275315
4939,285349
9912,276571
10747,99126
5898,154768
6173,381243
9423,186490
5819,303394
12184,279483
8594,183683
2799,235862
8928,333625
584,169320
3268,224858
3932,327998
4965,126265
1260,164683
8735,237260
6199,319272
6692,233610
310,281748
1716,380352
10608,241665
6009,334846
2052,165665
8696,115431
4668,212774
4298,258211
6646,364473
3783,284229
1008,183019
11473,182031
10417,370471
2185,127046
11698,203864
3623,243022
12232,292136
7731,337745
12093,412016
8844,273188
8871,371395
4834,152416
4059,289855
4756,375077
7969,313374
90,158643
1987,321580
470,200774
1326,273296
9786,162892
7279,375807
12278,176194
11638,279601
2117,345278
2937,300866
888,143797
983,400033
6932,303348
11855,280854
9441,247538
10837,249409
10743,166224
2925,161290
8324,347763
3214,200993
5884,203840
2341,129620
8978,348701
8405,330141
9488,280991
11495,380644
11674,115821
7699,384630
627,232425
9149,348330
4947,247253
5080,346541
4244,321409
7545,386795
8048,245401
4765,184453
1601,282817
12000,201168
1269,187256
128,297048
9988,338607
8697,292923
1711,120781
4182,249438
7299,281744
9085,137880
4235,352421
6995,243973
8158,147815
2398,248330
11172,136089
9202,353022
11939,277959
8361,203031
8807,188185
10509,128227
1186,233648
8784,155704
12281,221911
12239,193330
12144,356944
1977,364077
5314,183894
12357,232493
4247,266199
10328,187744
9895,169987
9938,131701
915,301595
1305,269633
1096,140322
3049,162692
8370,320775
6653,279111
11896,324693
1273,363706
5698,229521
6945,408940
10129,238880
2796,168637
6797,357420
1398,317361
6615,174362
3358,327750
183,169340
7934,388653
4462,133275
9060,239957
8274,273798
3563,268324
11291,208821
11604,328389
6513,131362
4567,278938
9574,227548
6603,319718
10120,377339
2656,170535
10362,314324
4305,145006
1961,285397
4992,314535
4891,161088
6138,301994
5815,402719
5869,360729
9541,120127
6395,297143
11843,159763
6226,257289
9417,402653
12465,207871
11900,144001
1251,185917
3176,291844
5072,94449
3359,208668
8882,171556
8943,301368
9690,149081
9147,288279
7466,95384
11221,119588
3289,280660
11264,332669
7411,123530
7538,379114
10908,195919
3190,232787
1573,381072
9393,354262
1051,183381
4069,390273
7975,130282
3218,192616
8771,211367
272,264864
2042,154648
4763,85000
7810,328376
8177,210664
8721,181984
1086,338475
1473,185338
7282,166732
10930,200852
8384,137864
9534,219071
2186,223413
11059,235862
4322,178229
9432,194440
9943,100824
5831,269981
10140,348862
498,157170
8035,370411
8888,141672
4709,213477
8522,244550
11477,264599
4485,323449
10819,235233
3478,175036
9535,92141
3924,129257
1748,399878
732,260367
2553,280004
2463,197591
7764,393931
9249,385698
8919,259681
2662,337639
8362,194590
8654,374716
3113,229085
3303,364485
6250,248557
1344,160069
10988,151341
8000,329160
1690,400642
7884,324104
9117,282551
5048,131653
7917,313956
8421,258242
3308,321552
1504,221459
11431,291595
1806,289321
3871,256946
1288,398060
3791,291170
5217,279907
10782,175422
11895,93636
1067,326269
12074,361221
11861,274659
1717,278506
2696,150893
6451,302477
1848,222790
4512,203281
9303,291071
11537,257292
2431,136284
8191,244468
4660,298313
6622,161950
3435,167388
8466,350890
7347,293007
11717,146465
142,220666
8775,146987
5586,188451
10950,182699
6992,391976
9113,236636
8432,391882
6804,164386
6749,286738
6100,283694
5290,140177
8236,379703
3409,202920
1117,138631
10068,357584
1756,171361
497,364874
7889,183871
8140,393523
870,207953
3357,342532
912,361314
8183,359298
721,315612
2805,375472
12424,342551
886,329335
11998,358570
12032,251928
10373,340022
11810,373837
1520,184146
7396,257443
10858,290717
2746,133301
8757,214275
3545,320557
314,360423
1799,273854
327,274254
3757,270295
11459,402833
4204,398171
5850,134151
6129,103417
5447,244883
3129,240848
7440,174497
1996,357541
9291,224616
3968,232910
10501,209570
9887,375360
1973,297466
336,152659
2764,280143
12190,261888
275,353616
7793,360208
2985,164946
2686,329891
7724,268022
4620,233684
6531,145075
3477,294663
10515,392364
3558,113944
5715,251066
2809,319173
11377,141194
4861,150752
2334,334607
9070,234539
5246,120249
3416,308211
307,209203
3908,114385
9501,382870
348,119811
5918,221491
826,292022
5296,257721
7243,250193
11874,301271
10051,213427
4482,224418
9173,128953
3682,339157
8692,302315
10460,362373
2053,184828
12169,198866
12013,257938
71,156750
8416,351695
6855,274448
11361,345679
11902,179665
6751,240964
12303,209678
8955,333474
10187,395777
8397,161316
5356,230669
1666,348760
7579,156419
5570,243008
8892,328087
52,335567
219,255808
6263,119537
1445,332283
8205,276029
9648,365812
8494,323094
1695,273794
2892,265405
12496,382185
1574,155042
9279,162919
3203,168143
4405,237585
1630,151941
10502,144902
1881,411375
12395,323870
5112,287732
5708,320251
5074,386465
5509,249041
11018,238349
11288,245731
848,344466
2924,194606
8893,326882
8683,187289
2877,159935
6367,265837
11854,315484
186,138632
3779,117454
1830,131475
7978,324720
2959,200021
7185,263125
11542,300336
9616,300650
6904,387656
5446,433314
6587,326258
1234,257332
12340,359841
10443,290250
3915,271176
446,353837
9278,254025
5839,299538
844,283307
5201,217022
10979,220451
10004,371816
12356,105828
8664,184577
9649,286509
2440,116241
3103,391737
10718,213269
7692,307174
4774,198595
8515,270775
6974,344194
6094,349487
1294,420605
7977,314395
5518,333250
11249,348159
5067,311729
3442,299895
10538,326713
9643,401647
10403,206700
2837,338861
776,425392
12143,114486
11602,359125
6324,257544
2153,160944
5558,366019
4920,168898
10865,167097
12014,283712
11864,262273
8832,395896
3136,326654
10517,194992
5462,265373
11926,328634
10121,270758
3183,151050
10370,337589
7522,199636
1943,404413
9937,111872
3199,209123
9479,227109
1289,249698
4581,152770
6335,156053
2500,337285
11886,167969
11152,393054
11927,130003
9315,189391
4106,189743
7542,215995
4126,203773
10239,210546
6933,302703
10069,160764
11906,230223
3966,163129
1879,197864
10601,318288
11615,329472
8534,136034
5457,92218
8540,347356
3587,337428
10978,297208
3865,220966
2148,193277
4131,289654
1036,109783
636,219735
11905,171544
7216,297257
3611,298001
4134,233014
649,167142
1083,262034
6711,372236
861,105026
5212,220017
903,252888
191,286672
109,202928
6026,368133
4455,253285
1942,348526
8523,271523
4331,226788
11055,205665
10665,105364
5927,360857
2040,204136
12003,321836
7972,137026
9684,159065
9698,332907
9288,345127
4878,343113
4659,104678
9267,238956
5001,232877
2775,244452
7525,266699
4145,357671
2323,226386
762,210907
5921,226932
2617,387216
2411,347008
1094,309850
6065,231404
7265,266613
1546,397614
4589,255156
6034,272804
11712,166149
7517,361209
6953,322021
3135,243016
3856,135200
5040,131878
7435,229425
11509,254349
5428,153634
7910,251071
6523,214235
6419,314383
9638,342639
3805,377957
884,324630
2654,225442
8270,208790
7431,225272
8437,386358
6774,306154
10967,192981
11519,358714
464,150316
1257,317155
9862,347889
2259,376953
4274,320486
7074,274009
5192,160084
5630,383986
12108,172224
6231,187149
7382,375681
5300,355090
2202,331489
11142,290976
10315,341895
1262,239536
8293,271832
7212,214314
975,253272
8959,323341
5866,372673
4925,120696
941,151445
5263,129525
6582,155493
4723,321365
2387,300034
12158,248939
8886,346355
5021,348704
7129,204298
4391,222464
5148,189083
10436,94051
6803,109451
3221,270191
3882,310730
6055,151005
11794,186394
1610,144992
10422,364157
8912,345677
3875,268778
5953,200658
2789,305723
944,286038
11121,219779
1857,230249
10829,175102
4108,374922
5213,170930
12448,122204
3255,109632
7323,219707
2690,397698
10981,163917
7389,307618
4627,239226
9330,375678
1319,215076
9456,351433
12350,365844
5162,398685
9728,305506
10528,381967
11051,226078
1135,326476
4529,168862
3475,191286
3505,322308
4749,212824
2477,97562
8395,252587
8504,347313
7086,167599
10216,228636
9694,274975
4501,364689
8139,333050
8296,198784
12333,322260
6336,207066
9143,274315
6982,400685
7231,194894
9321,249919
1874,182092
10631,127370
2505,184034
11793,317796
5096,351118
2904,214605
7678,297539
570,309933
1448,314222
3414,393265
10077,368113
939,234663
9699,143876
9139,317428
8778,409639
9948,100634
6837,334217
3226,196093
12177,199833
4383,259106
7845,204993
3539,364503
8845,356466
11183,206442
2827,215271
5780,317940
4996,189404
1338,132595
3262,233333
7876,188557
9033,293424
6838,339807
5741,118820
650,379393
6039,292531
2258,347552
5395,121219
10907,233184
7082,305241
9723,173841
3521,305276
9412,384549
4478,260247
5660,416964
67,226355
11753,273140
7609,310389
1258,275128
9985,257703
10638,372600
991,287793
3504,201518
919,342057
165,177674
8316,278226
10669,350248
4594,237126
10132,163252
2850,181382
10832,397328
12472,327008
10152,238979
4460,341376
9338,225255
6623,164854
10473,302411
2735,118343
5669,327974
4988,309303
11226,203181
2378,457684
8689,162727
4172,305277
8092,231739
12463,233636
2103,230104
3759,224701
9756,334747
1837,112189
10310,193618
10374,315770
5710,204505
4500,184212
1093,339081
8355,334386
6718,175129
8992,338561
160,133535
203,148064
6483,191319
3940,327556
4933,205601
7647,325451
1230,259464
3046,138073
7957,400666
2915,372632
11331,295080
4251,396329
6111,120656
6204,331949
2725,198446
4290,374596
4334,380861
383,389396
7485,387055
4886,245266
857,315683
370,194574
6539,175339
2561,321362
3801,282328
5455,305070
8565,321624
6859,170027
8516,396196
10840,342725
11999,276833
5944,368477
615,308335
2575,262490
53,145357
12207,215856
3340,338359
9486,407812
11307,288706
8422,360398
10309,306668
5876,272700
9885,366254
1812,237063
990,214694
8677,150278
10476,286391
2942,259274
3163,279538
4678,394393
2618,250855
3612,224422
8235,96481
7871,292000
9995,398785
3792,249304
8449,229209
3439,339332
1892,398770
12047,330142
11650,129079
5255,159510
5167,210091
6460,222864
1505,282310
8645,331388
670,404758
897,235662
3306,277345
8026,376268
6239,284964
2890,260300
6003,378939
7739,98417
9538,151025
9779,181694
2,250263
10923,199355
6079,247214
531,242140
10768,298302
8181,220278
12421,310803
6476,337390
11132,164777
10580,197461
3406,364456
5991,258337
6328,114256
8663,322326
2565,202492
2581,407477
10208,168258
2607,187448
11832,344941
2104,392401
11611,126028
8922,250264
11425,137869
4994,189959
9363,290809
5057,314661
658,306532
4434,99939
11865,319779
3816,143176
6773,360915
11773,176873
7260,269860
3904,416076
11113,345396
6811,152934
9016,398173
3700,326398
9554,159612
1788,277510
6314,301018
3645,424513
1776,340800
192,149448
8563,322118
10740,191663
5388,371978
8603,110770
4951,368222
2687,230333
4390,208239
4927,180111
5552,209083
10790,249464
238,191785
11571,248729
8559,347345
6901,158711
11089,142475
12380,419142
9050,345085
5097,157676
9048,279101
11730,326703
8627,255421
3552,402864
12460,364806
3360,129816
8328,195864
5628,123357
7751,252995
5783,372192
4507,161497
10553,320672
146,332683
9231,383810
2294,172700
7178,225621
11916,275419
11092,161621
11839,342806
10368,312477
7081,204207
4733,106458
4384,137577
8572,371664
4545,271274
596,228182
11349,398791
8805,398058
5164,219314
11417,174304
1647,374060
6815,126902
2700,215174
1700,207272
2773,157977
6968,363213
8143,231720
6219,196939
86,321982
10243,312335
10219,144860
10931,366201
2594,320788
1029,384275
136,357558
6972,211436
7024,277614
2854,170433
1200,370113
6121,385579
9636,343406
6296,271857
3927,393250
11737,296951
3606,244679
11126,147635
2330,303463
2187,298080
195,327648
5059,324873
802,153162
2668,133193
241,341305
2068,252536
11232,353975
10929,312957
644,123654
5103,146834
1637,365739
7552,197647
8312,326097
3074,353010
7296,398075
3278,325137
8003,266031
4970,140034
8900,301923
8326,145753
6915,311721
8746,367690
7829,150124
62,216508
9897,294093
9942,371536
9981,382986
9061,146663
679,352654
2041,160284
5307,322384
9295,181848
3641,220486
10179,146235
3258,318056
1873,287505
4744,154323
2912,330053
4027,346133
5488,143718
10783,292572
8024,272522
7786,278320
11551,331545
6864,157508
489,320074
690,292120
602,227988
1014,299910
869,340196
1993,306172
7610,204770
5283,384703
4370,125321
1361,171222
1526,311463
1629,355002
1551,278502
10565,226349
12109,95724
1337,303458
3901,209169
5041,196263
8252,382026
9145,310692
5039,405480
2346,321492
11595,142612
5485,359827
11073,128016
5694,132407
5119,178831
5166,194635
1134,149441
8342,374011
4017,324051
2424,221285
4138,333538
859,359114
2962,136478
8089,225302
10155,329281
9676,177014
10693,246393
10592,391121
1364,315525
11034,243043
1779,150550
10941,146550
2101,372195
1818,226453
369,227387
4937,257389
5285,268635
8367,184681
10126,270114
7071,365636
2093,359012
7817,346519
1920,347308
82,129653
7331,100887
7304,163473
816,173495
4396,348800
8475,338363
6124,290825
4120,249157
9951,121789
1813,249509
1271,202829
2994,198542
9531,247929
6409,334150
2642,180420
8690,214856
2305,319117
9119,344248
10463,336259
4195,369408
12310,301456
3849,383808
12308,293318
10477,184443
11967,238443
3554,141059
2195,190796
2600,189111
6163,252428
1518,228241
8810,254288
10847,366439
6309,427542
5755,232155
5633,319981
8399,311929
11623,176294
7162,299472
9445,256838
9205,138721
1988,122096
7737,143314
517,333786
6160,194085
9377,325228
11336,340041
10083,175876
9051,130953
4456,271332
2761,330609
6481,371630
5911,285191
11266,183280
6547,225506
4855,332594
7644,236284
11063,404044
12106,193648
6358,214414
2438,319892
3765,285108
6432,216682
7846,355408
8911,312148
11199,157247
6340,352370
4821,286839
18,235357
3560,125611
3951,287771
49,308176
12370,301405
887,382264
6261,240005
7236,257120
6989,206781
6043,386858
3168,279638
2949,301458
1424,197922
139,231287
3197,197160
5131,334493
112,132871
8160,312669
10838,387893
4559,249949
4595,181816
4690,145089
7951,274409
9343,188109
3277,309469
4068,278166
4408,367862
8874,228065
10721,85000
451,240707
7262,293095
3731,198810
7256,372152
11842,398229
4986,369203
3663,261655
2763,166455
9214,268383
1855,326662
999,148373
389,237155
6426,369612
1476,252207
2240,245989
11412,384631
8112,258728
992,223096
7032,171605
4997,208788
3922,147031
2972,142022
6871,139234
9443,300327
4769,357664
1293,362286
4173,385983
2535,238464
11402,298120
1907,232226
10355,295778
11863,267528
8560,220053
6033,267441
7619,342626
1151,182746
1567,276103
3171,121930
7106,319058
4160,323023
4287,183925
2230,390717
174,392682
1903,319807
9189,235160
3408,402681
1538,331917
2292,325835
1363,339160
4357,251344
5260,194080
9355,227738
9498,353381
680,199743
10780,122805
3664,259920
1661,240419
508,362710
166,344226
10349,136428
10415,166761
7365,106807
1914,182335
7263,361800
12043,328665
12397,160558
7361,194415
1104,143903
9803,186207
5310,265071
9450,277540
5754,130162
152,367114
9928,372056
5679,157307
11407,179653
3551,333104
3722,400013
11618,188111
4538,322406
9318,196611
8463,210191
1991,216921
10996,328689
8501,353128
5141,129530
3811,337366
10871,171792
3450,403271
4591,161265
7352,428734
205,246487
6680,385288
2749,169576
8497,214355
1849,226239
11315,264267
3240,232302
12262,162243
3109,359990
5934,157093
11334,140481
5810,352592
8575,135075
5634,219819
4307,140277
3156,343199
6534,380506
10851,376061
11182,317499
3832,165368
10879,371117
4776,189622
7997,389583
4276,399908
12189,330435
10684,124132
11995,220897
278,147198
6771,293123
7415,196040
3252,180940
8936,104596
11741,359717
289,322961
3075,211738
9045,381174
8854,123810
270,130757
4570,246486
10959,258220
6696,346819
4316,140531
3180,193563
1422,294834
8275,171318
9870,101988
4557,172718
7812,267008
6297,407847
12062,355789
12117,258040
1132,140067
6242,95867
12165,125390
11700,283288
7423,393951
12050,184427
10383,374086
5520,155878
10868,323223
9378,313288
3786,198577
9308,397199
8345,208626
2161,191248
3008,272110
1105,269404
9867,270890
692,243108
4956,182000
8307,129921
4369,156260
2765,275984
3929,202803
9548,297338
12279,384678
7778,324181
628,152373
2451,237255
3824,298142
11205,389030
12447,249144
3743,333833
2176,287234
6689,407478
3318,234797
9080,373267
7432,144105
2787,274285
1196,145907
1676,227396
3947,151491
7618,285121
4444,138695
5722,396441
12482,310348
2369,378438
4967,203087
2217,187172
8148,230128
3326,334027
9289,174473
3583,195866
12217,295945
12280,128399
3619,315926
6217,364353
2468,296739
8277,387728
10564,273297
5973,235050
3667,281394
5158,344370
7594,248443
6976,92295
3423,245713
8199,387127
2409,146551
3212,255560
10691,158386
5366,202851
9309,225334
6593,247679
2895,258561
10928,288238
11504,143418
3642,179443
9222,250221
10475,212146
12110,281485
11189,309840
8548,187625
12381,109082
5451,304796
7160,165922
7866,351096
2743,158075
4958,257073
6474,253129
7888,365415
8811,137859
492,263878
1116,343753
5637,228330
11923,165384
12337,276231
12399,379840
10752,128618
6589,194521
11321,393384
7557,361054
9999,384042
5241,139777
11541,85924
2783,117238
9211,163706
1696,390796
5685,227197
2295,152517
5939,228411
7763,269716
3313,359840
4781,358029
8350,340764
9320,273787
7605,370053
215,192898
6707,394275
10293,235145
8682,338310
11405,168766
3483,171181
7006,325708
5102,249401
6599,335047
3764,241106
9923,176356
6410,375887
9481,348945
25,150104
7659,142696
10886,254314
11492,244460
10764,368727
6683,382078
10275,372169
8584,348278
9658,148372
10733,304081
12060,319063
10345,160602
1102,130661
3276,356499
5345,279468
11329,331978
10986,343729
8386,288870
8835,343454
9084,115290
12490,314758
2207,298620
4552,292849
4402,182005
7395,184544
3718,101791
972,261640
4579,149361
6516,229504
719,242867
6155,186726
11783,108682
2803,166643
2566,131098
4025,135400
6198,137625
8224,349048
11029,347563
4063,335970
2792,151425
2222,392758
5818,266801
3866,173395
9053,254575
10820,350934
3227,300531
4214,349755
3923,246788
9340,160927
1401,213338
8931,398731
7703,371482
4979,376570
3253,392599
10778,160789
2661,347656
2158,188842
8578,346243
8088,301395
674,185770
9826,138482
7011,199367
9192,307326
3841,302854
1815,151084
10726,232834
12297,287061
2100,297552
11002,272131
6708,385455
1673,173681
4213,369790
9102,366516
1548,319152
9572,156551
8547,195282
5184,272312
1461,216266
11725,163162
3220,206440
11437,317190
7170,151892
7430,377686
11921,384808
1751,347540
3976,298083
8353,279495
1772,171341
2016,391452
2005,229339
3893,289052
3237,180955
4424,166161
8588,316845
2257,188003
4072,135806
5574,304795
11880,344581
5355,188262
8418,142069
6093,261430
7935,146656
11617,230575
1519,257880
10217,304288
1378,187939
5672,165952
2587,133316
12205,297450
5621,385303
11806,201077
10291,263121
5842,86624
7122,398238
5832,107141
4888,291690
5904,303817
522,382495
8043,111951
3607,319454
234,303065
3796,141782
6318,319263
7094,360787
1948,323667
6361,266971
11742,253579
6091,179570
12277,278371
2224,154923
9010,227668
5571,300642
4523,156715
5793,237885
10973,292775
5738,353433
2624,133997
4728,356422
7818,207369
8859,388163
12391,283801
11385,275191
11401,261570
2437,348717
6056,295050
9009,368362
6352,252935
3167,179205
1809,377837
10118,170635
7161,350850
5086,374525
10071,341083
7016,325800
10842,131257
4945,220654
6046,261024
11563,301914
6919,127184
5590,231429
7226,282747
1228,168840
9640,158019
6846,308779
8244,144454
6555,242215
159,232196
8851,336224
1589,368678
12300,347508
11852,158643
11829,310186
11658,417906
6687,215734
11671,319744
9422,185979
7480,135819
11566,323720
1556,295527
2828,147229
436,185975
5789,357697
10198,300449
1588,322764
7398,288682
2780,128747
11210,375571
5686,389214
3965,358834
4727,267744
1238,162850
2951,132906
9133,170996
9669,181793
1497,214443
6465,209088
7355,253670
7823,299348
7547,384179
7913,218796
10694,156319
5185,331317
5647,130153
11735,205687
5242,220364
2130,293696
2092,120671
5409,161148
187,232538
10956,181274
7938,233121
3655,217924
3426,299269
9595,239397
1381,346590
12075,259250
8605,124651
7427,188687
5037,180690
4897,179814
3175,208661
9971,293148
8448,343585
12371,269087
9910,131900
2235,246590
8068,320660
4236,221176
9285,363387
9575,128216
24,260979
3363,156715
1088,362340
8733,102766
11432,206508
2841,265822
7537,270500
7470,223562
11640,130863
4152,375119
695,186845
11461,244896
6337,369735
1227,248255
1999,237637
276,313227
5929,224422
2953,150619
3637,341194
3906,253401
4778,387990
5845,391608
12121,285059
4117,226113
1137,371371
2767,423962
8182,214352
9921,125005
7661,142905
9134,151810
9304,233419
2490,264536
12100,303843
7742,143991
3935,380693
2384,140209
8016,368412
7084,319750
115,85000
1863,350505
3119,160231
4258,151630
11528,302748
10561,271104
2819,217218
10397,298896
9396,106713
11345,182962
4699,211583
3802,220918
6068,145886
3536,336459
3825,154788
6642,182921
10796,346016
1946,210383
10902,288799
9549,413868
10412,176699
7269,182695
11390,223286
7929,132064
7166,165662
6963,142397
5867,254579
4761,166429
882,200297
557,295308
10137,218631
1207,131745
9484,286482
7684,309445
9668,331113
6538,233614
3211,137324
3630,215208
1708,157216
8458,196616
1140,178044
3162,272355
6207,297342
3730,259461
2660,166722
8848,134131
1307,245786
2567,229325
9190,203747
2834,368611
12495,203497
2151,116383
11943,399638
3835,283064
12118,188624
9591,293916
10265,182388
5004,354921
6626,406468
1627,313993
10006,224430
12260,204486
358,155646
138,325817
8491,226695
382,223075
9434,352731
4857,372554
11608,122832
1439,389344
946,233562
5498,297971
4916,179221
8556,361034
1932,345210
2352,380115
3236,259129
10336,114716
3807,292178
1936,156984
11117,161371
4154,238023
8988,228503
2416,284851
9577,359075
6139,339503
785,168299
6789,204747
8036,154509
8315,278498
11820,275689
5668,354039
2172,246998
2169,251924
6628,398575
4009,298386
4340,184754
910,195319
6268,350922
2309,192349
6591,404648
4458,392187
7597,346967
9618,157396
11659,243965
4652,85440
6218,386666
442,329456
3415,353366
12323,210551
9590,223255
9804,371159
5744,271798
1054,362840
3699,373391
929,236542
6468,193003
8767,111186
1829,385019
9675,128933
10558,367144
2011,199476
913,325199
7611,143649
10285,283711
12186,394909
2606,308898
4928,107489
6564,261276
10172,155359
6,279562
7835,359031
6583,423925
3361,255648
9755,160358
1635,111352
1141,148416
359,224511
2070,360301
3134,288582
5160,307463
6990,398844
3243,359091
2242,178294
1474,235199
10723,132200
3259,154308
4020,329701
11028,195830
8566,312999
3500,291568
2658,166406
10547,395773
1130,225682
1819,374164
7461,308397
9813,150019
9780,336888
11594,258594
7064,230166
4318,226190
9342,317466
4669,358166
5476,313805
12295,427101
10952,391399
1856,288517
2282,205580
10864,329870
4008,116373
6401,383521
12405,190133
11581,211868
386,383288
1628,133286
10520,377376
11647,144132
7718,183053
9612,139175
12459,296598
9101,389977
1842,232236
2497,152117
201,288040
10039,126883
3868,314130
5054,403857
5889,315190
2702,367228
7922,150926
331,396515
3808,218637
935,194132
1774,411346
9846,140698
8611,227533
11422,148195
989,116610
5443,124040
10410,345905
6993,169768
10676,165592
5806,300447
10915,149049
10870,217713
6574,163580
3052,235477
10791,273140
8365,196779
4615,225494
3321,307671
11378,288448
6246,273583
6048,308749
3311,185242
9733,203654
9841,290631
11716,353966
8210,370713
3628,129243
11066,85000
1356,203450
5002,362505
11668,323904
5823,174126
11875,396863
5670,284269
3112,311561
182,270953
11061,276475
855,180371
10576,332731
4912,181973
10666,116281
1800,287429
11558,359556
5482,234510
10408,345982
1968,246392
10401,307316
10180,188765
4697,325935
4987,148974
4650,392445
1159,133651
9405,376136
12382,360783
1325,174335
9838,352532
4796,294389
6796,174641
5808,262258
12334,166267
1455,263394
5410,184948
8333,307177
2800,150730
7616,235913
11171,330746
7815,350138
4378,141709
8921,322940
9944,301465
6716,300402
3736,161360
2261,132994
7429,246462
4005,344871
9302,132430
2394,172086
1185,202877
2007,362159
193,352215
8770,336558
5525,223220
771,350679
1478,293486
1846,239887
3740,170017
7986,226326
405,341546
11920,347561
10679,345167
6317,133721
6581,360326
1447,171300
342,334342
7468,270074
727,392888
4577,286171
9168,289924
9250,147623
3516,334003
11101,310690
10081,236126
7156,231125
7851,239996
1348,216477
660,413142
1492,377787
10650,347434
5154,164059
11976,282345
9277,223669
2524,88462
9635,294536
10577,265128
5374,372567
3198,221731
5717,367216
9527,325199
11362,296360
10272,290380
8259,178316
11320,190388
40,265253
11036,161998
6816,193866
9615,276105
10197,334198
2723,116121
11472,157853
10710,135939
9335,196697
12166,301911
7155,135587
10841,179179
11518,312417
7230,275511
5075,333238
7880,122012
5394,331663
10681,353021
7789,447294
12268,122341
4088,361866
1967,368450
11219,173945
10995,279362
12409,212440
6999,408226
423,179732
11576,417630
11878,409124
10712,371119
6142,236407
5661,354487
9031,139048
4596,190411
2659,346048
141,261751
2597,224798
6701,296919
1377,157416
3674,130995
12368,271321
6362,261505
11697,127614
4741,300005
1138,229955
7374,255480
1787,178126
10036,267182
4646,235052
7568,433857
459,376974
6115,374330
8179,222478
948,339222
9528,135306
6370,332100
4628,345443
7358,305977
5925,369536
6040,154221
441,198645
6659,155380
8831,371222
9046,245978
3830,318234
11736,362174
6144,286809
11297,137067
6344,148592
1958,165184
9262,299722
155,212109
9959,395785
4578,131175
1089,350449
6049,254114
11434,154667
9122,158857
7950,265896
1674,323801
